stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length
2017-11-12 15:02:22,2017-11-12 15:03:13,http,10.63.120.70,443,10.64.106.4,2587,9499,63527
2017-11-12 15:02:23,2017-11-12 15:02:44,http,10.63.120.70,443,10.64.106.4,2597,39531,186740
2017-11-12 15:02:37,2017-11-12 15:03:05,http,59.151.18.44,443,10.64.105.4,3457,15261,1158442
2017-11-12 15:02:42,2017-11-12 15:03:37,http,10.63.120.70,443,10.64.106.4,2675,6701,671087
2017-11-12 15:03:07,2017-11-12 15:03:36,http,10.50.50.29,443,10.64.105.20,3724,8011,275327
2017-11-12 15:03:20,2017-11-12 15:03:21,http,10.63.120.70,443,10.64.106.4,2591,63,199732
2017-11-12 15:03:25,2017-11-12 15:04:21,http,183.134.15.16,8080,10.64.105.146,3032,20568,475788
2017-11-12 15:03:26,2017-11-12 15:03:43,http,183.134.15.16,8080,10.64.105.146,3034,2413,5423779
2017-11-12 15:03:26,2017-11-12 15:03:59,http,59.151.18.44,443,10.64.105.4,3469,2394,2940
2017-11-12 15:03:36,2017-11-12 15:04:20,http,10.50.50.44,80,10.64.105.14,2663,22275,51905
2017-11-12 15:03:38,2017-11-12 15:04:30,http,10.5.71.60,443,10.64.106.32,3329,74105,1262554
2017-11-12 15:03:45,2017-11-12 15:04:01,http,10.50.50.27,443,10.64.105.14,2390,5955,3520719
2017-11-12 15:03:46,2017-11-12 15:04:35,http,10.63.120.70,443,10.64.106.4,2673,4508,5530695
2017-11-12 15:03:49,2017-11-12 15:04:18,http,10.50.50.29,443,10.64.105.20,3758,27539,7274
2017-11-12 15:03:59,2017-11-12 15:04:49,http,10.50.50.29,443,10.64.105.20,3750,1283,1182813
2017-11-12 15:04:07,2017-11-12 15:04:50,http,10.50.50.27,443,10.64.105.14,2395,47180,3766516
2017-11-12 15:04:12,2017-11-12 15:05:06,http,59.151.18.44,443,10.64.105.4,3533,6,5350921
2017-11-12 15:04:16,2017-11-12 15:04:57,http,59.151.18.44,443,10.64.105.4,3471,3015,79963
2017-11-12 15:04:30,2017-11-12 15:05:24,http,10.5.71.60,443,10.64.106.10,2929,85565,3170427
2017-11-12 15:04:34,2017-11-12 15:05:21,http,10.50.50.29,443,10.64.105.20,3776,76207,21911
2017-11-12 15:04:35,2017-11-12 15:04:45,http,10.63.120.70,443,10.64.106.4,2628,63,111799
2017-11-12 15:04:41,2017-11-12 15:05:27,http,10.5.71.60,443,10.64.106.10,2939,8958,147066
2017-11-12 15:04:45,2017-11-12 15:05:14,http,10.50.50.29,443,10.64.105.20,3866,46398,728246
2017-11-12 15:04:49,2017-11-12 15:05:34,http,10.5.71.60,443,10.64.106.4,3457,1069,0
2017-11-12 15:05:01,2017-11-12 15:05:11,http,10.5.71.60,443,10.64.106.32,3367,838,26500
2017-11-12 15:05:08,2017-11-12 15:05:34,http,59.151.18.44,443,10.64.105.4,3500,3965,20745
2017-11-12 15:05:10,2017-11-12 15:05:12,http,10.50.50.27,443,10.64.105.14,2414,31811,3068733
2017-11-12 15:05:19,2017-11-12 15:05:33,http,10.50.50.27,443,10.64.105.14,2424,481,733152
2017-11-12 15:05:23,2017-11-12 15:05:33,http,10.50.50.27,443,10.64.105.14,2416,14511,521325
2017-11-12 15:05:25,2017-11-12 15:06:08,http,10.5.71.60,443,10.64.106.10,2973,15076,1399636
2017-11-12 15:05:28,2017-11-12 15:05:33,http,10.5.71.60,443,10.64.106.4,3478,1917,4991581
2017-11-12 15:05:30,2017-11-12 15:06:25,http,10.50.50.29,443,10.64.105.20,3763,293,5922801
2017-11-12 15:05:31,2017-11-12 15:06:23,http,10.5.71.60,443,10.64.106.10,2993,30031,3007202
2017-11-12 15:05:39,2017-11-12 15:06:19,http,10.5.71.60,443,10.64.106.10,2945,70247,2390349
2017-11-12 15:05:45,2017-11-12 15:06:04,http,10.5.71.60,443,10.64.106.10,2940,3144,209
2017-11-12 15:05:48,2017-11-12 15:06:24,http,10.50.50.29,443,10.64.105.20,3803,16043,10794
2017-11-12 15:05:58,2017-11-12 15:06:13,http,10.5.71.60,443,10.64.106.10,3004,787,60121
2017-11-12 15:06:10,2017-11-12 15:06:36,http,59.151.18.44,443,10.64.105.4,3523,3504,3880996
2017-11-12 15:06:23,2017-11-12 15:07:10,http,10.5.71.60,443,10.64.106.4,3484,4840,2624315
2017-11-12 15:06:25,2017-11-12 15:06:38,http,10.50.50.27,443,10.64.105.14,2422,3209,1482803
2017-11-12 15:06:47,2017-11-12 15:07:27,http,10.5.71.60,443,10.64.106.10,2966,43798,1533223
2017-11-12 15:06:53,2017-11-12 15:07:40,http,101.227.176.45,443,10.64.106.6,3054,803,3611564
2017-11-12 15:07:06,2017-11-12 15:08:02,http,10.5.71.60,443,10.64.106.4,2723,1127,77408
2017-11-12 15:07:08,2017-11-12 15:08:05,http,101.227.176.45,443,10.64.106.6,3088,19343,65916
2017-11-12 15:07:15,2017-11-12 15:07:46,http,10.50.50.29,443,10.64.105.20,3794,40724,44125
2017-11-12 15:07:24,2017-11-12 15:07:49,http,10.5.71.60,443,10.64.106.4,2783,14495,1227847
2017-11-12 15:07:41,2017-11-12 15:08:14,http,10.50.50.29,443,10.64.105.20,3819,39141,374329
2017-11-12 15:07:46,2017-11-12 15:08:18,http,10.5.71.60,443,10.64.106.4,2761,46272,6483524
2017-11-12 15:08:14,2017-11-12 15:09:14,http,10.5.71.60,443,10.64.106.10,2962,19750,47760
2017-11-12 15:08:38,2017-11-12 15:09:16,http,101.227.176.45,443,10.64.106.6,3130,32778,378903
2017-11-12 15:08:43,2017-11-12 15:09:21,http,10.5.71.60,443,10.64.106.4,2800,3976,340453
2017-11-12 15:08:53,2017-11-12 15:09:00,http,10.50.50.28,443,10.64.105.38,3248,4283,251918
2017-11-12 15:08:59,2017-11-12 15:09:42,http,10.50.50.28,443,10.64.105.38,3339,192,1928495
2017-11-12 15:09:09,2017-11-12 15:10:08,http,10.50.50.28,443,10.64.105.38,3296,62,1492683
2017-11-12 15:09:41,2017-11-12 15:10:24,http,10.50.50.28,443,10.64.105.38,3279,11,120599
2017-11-12 15:10:07,2017-11-12 15:10:45,http,10.50.50.28,443,10.64.105.38,3357,16538,1717953
2017-11-12 15:10:30,2017-11-12 15:11:07,http,10.5.71.60,443,10.64.106.4,3759,21,3346253
2017-11-12 15:10:44,2017-11-12 15:11:29,http,10.50.50.28,443,10.64.105.38,3302,19374,39616
2017-11-12 15:10:47,2017-11-12 15:11:05,http,10.50.50.29,443,10.64.105.20,3852,49,2465899
2017-11-12 15:10:52,2017-11-12 15:11:51,http,10.5.71.60,443,10.64.106.4,3783,52179,92556
2017-11-12 15:10:55,2017-11-12 15:11:05,postgresql,10.7.133.19,5432,10.64.105.51,3197,30007702,6154
2017-11-12 15:10:55,2017-11-12 15:11:05,postgresql,10.7.133.19,5432,10.64.105.51,3197,1172,8718
2017-11-12 15:11:03,2017-11-12 15:11:51,http,10.50.50.28,443,10.64.105.38,3315,9150,3652013
2017-11-12 15:11:09,2017-11-12 15:11:31,http,10.50.50.47,80,10.64.105.239,3239,9195,2191423
2017-11-12 15:11:09,2017-11-12 15:11:20,http,10.5.71.60,443,10.64.106.4,3763,15698,6210338
2017-11-12 15:11:21,2017-11-12 15:11:37,http,10.50.50.47,80,10.64.105.239,3255,66187,3991307
2017-11-12 15:11:59,2017-11-12 15:12:20,http,10.50.50.47,80,10.64.105.239,3246,12703,1320766
2017-11-12 15:12:02,2017-11-12 15:12:47,http,10.5.71.60,443,10.64.106.4,3808,90493,943579
2017-11-12 15:12:10,2017-11-12 15:12:38,http,220.181.112.244,443,10.64.106.4,2423,12941,21509
2017-11-12 15:12:10,2017-11-12 15:12:23,http,220.181.112.244,443,10.64.106.4,2400,76308,6111569
2017-11-12 15:12:22,2017-11-12 15:12:54,http,220.181.112.244,443,10.64.106.4,2425,1446,21076
2017-11-12 15:12:28,2017-11-12 15:12:37,http,220.181.112.244,443,10.64.106.4,2426,4474,93505
2017-11-12 15:12:49,2017-11-12 15:13:32,http,10.50.50.47,80,10.64.105.239,3250,4020,30185
2017-11-12 15:14:46,2017-11-12 15:15:11,http,220.181.112.244,443,10.64.106.4,2441,2009,2399928
2017-11-12 15:14:47,2017-11-12 15:15:20,http,220.181.112.244,443,10.64.106.4,2477,4125,333236
2017-11-12 15:14:53,2017-11-12 15:15:03,ssh,10.50.50.47,22,10.64.105.64,3068,4412,1355
2017-11-12 15:15:06,2017-11-12 15:15:21,http,10.50.50.47,80,10.64.105.239,3258,2411,330908
2017-11-12 15:15:26,2017-11-12 15:16:13,http,220.181.112.244,443,10.64.106.4,2455,1755,1440194
2017-11-12 15:16:07,2017-11-12 15:16:39,http,10.5.71.60,443,10.64.105.4,4783,15984,13373
2017-11-12 15:16:10,2017-11-12 15:16:23,http,10.5.71.60,443,10.64.105.4,4796,8099,1524113
2017-11-12 15:16:48,2017-11-12 15:17:32,http,220.181.112.244,443,10.64.106.4,2474,9807,715241
2017-11-12 15:16:51,2017-11-12 15:17:15,http,10.5.71.60,443,10.64.105.4,4802,808,730750
2017-11-12 15:17:30,2017-11-12 15:32:26,smtp,10.5.71.60,25,10.64.106.4,2400,159,197
2017-11-12 15:17:59,2017-11-12 15:18:31,http,10.5.71.60,443,10.64.105.4,4803,15200,223161
2017-11-12 15:18:01,2017-11-12 15:18:24,http,220.181.112.244,443,10.64.106.4,2525,71537,3889074
2017-11-12 15:19:12,2017-11-12 15:19:25,http,10.5.71.60,443,10.64.106.4,3932,17428,1236544
2017-11-12 15:19:28,2017-11-12 15:20:06,http,10.5.71.60,443,10.64.106.4,3391,36758,618135
2017-11-12 15:19:33,2017-11-12 15:20:30,http,10.5.71.60,443,10.64.106.4,3414,58625,49410
2017-11-12 15:19:40,2017-11-12 15:19:43,http,10.5.71.60,443,10.64.105.4,4843,8802,849657
2017-11-12 15:19:53,2017-11-12 15:20:38,http,117.21.216.80,80,10.64.105.122,2605,1347,341946
2017-11-12 15:19:55,2017-11-12 15:20:01,http,117.21.216.80,80,10.64.105.122,2708,32561,4489558
2017-11-12 15:20:06,2017-11-12 15:20:32,http,10.5.71.60,443,10.64.106.4,3951,4706,1380493
2017-11-12 15:20:13,2017-11-12 15:21:11,http,10.5.71.60,443,10.64.106.4,3402,7120,1839926
2017-11-12 15:20:14,2017-11-12 15:20:24,ssh,101.6.6.177,22,10.50.50.33,5574,20003127,9507
2017-11-12 15:20:14,2017-11-12 15:20:24,ftp,10.50.50.33,21,10.64.105.38,2427,302,4701
2017-11-12 15:20:17,2017-11-12 15:20:28,http,10.5.71.60,443,10.64.106.4,3966,4985,60720
2017-11-12 15:20:39,2017-11-12 15:21:13,http,10.5.71.60,443,10.64.106.4,3403,285,2515434
2017-11-12 15:20:45,2017-11-12 15:20:47,http,117.21.216.80,80,10.64.105.122,2631,3610,5032156
2017-11-12 15:20:53,2017-11-12 15:21:17,http,117.21.216.80,80,10.64.105.122,2616,40333,397443
2017-11-12 15:20:54,2017-11-12 15:21:10,http,10.5.71.60,443,10.64.106.4,3168,8975,376712
2017-11-12 15:21:01,2017-11-12 15:21:24,http,10.5.71.60,443,10.64.105.4,4923,3359,2533034
2017-11-12 15:21:02,2017-11-12 15:21:57,http,10.5.71.60,443,10.64.106.4,3198,1438,3095559
2017-11-12 15:21:04,2017-11-12 15:21:53,http,10.5.71.60,443,10.64.106.4,3405,206,921805
2017-11-12 15:21:09,2017-11-12 15:21:39,http,10.5.71.60,443,10.64.106.4,3250,1466,1031059
2017-11-12 15:21:09,2017-11-12 15:21:40,http,117.21.216.80,80,10.64.105.122,2695,1194,69991
2017-11-12 15:21:16,2017-11-12 15:21:46,http,10.5.71.60,443,10.64.105.4,4928,10923,86425
2017-11-12 15:21:21,2017-11-12 15:21:31,http,10.5.71.60,443,10.64.106.4,3176,210,2221226
2017-11-12 15:21:27,2017-11-12 15:22:25,http,10.5.71.60,443,10.64.106.4,3424,1476,52636
2017-11-12 15:21:42,2017-11-12 15:22:20,http,10.5.71.60,443,10.64.105.4,4924,2697,4270
2017-11-12 15:21:48,2017-11-12 15:22:31,http,117.21.216.80,80,10.64.105.122,2659,46,2774361
2017-11-12 15:21:57,2017-11-12 15:32:25,smtp,10.5.71.60,25,10.64.106.4,2391,183,133
2017-11-12 15:22:03,2017-11-12 15:23:01,http,10.5.71.60,443,10.64.106.4,3195,61408,1380905
2017-11-12 15:22:17,2017-11-12 15:22:36,http,10.5.71.60,443,10.64.106.4,3189,6126,332436
2017-11-12 15:22:19,2017-11-12 15:23:11,http,183.134.15.16,8080,10.64.105.146,3338,602,78804
2017-11-12 15:22:22,2017-11-12 15:22:40,http,183.134.15.16,8080,10.64.105.146,3358,4831,1144618
2017-11-12 15:22:24,2017-11-12 15:22:32,http,10.63.120.70,443,10.64.106.4,3614,35624,3487499
2017-11-12 15:22:24,2017-11-12 15:22:42,http,117.21.216.80,80,10.64.105.122,2680,853,176
2017-11-12 15:22:32,2017-11-12 15:22:49,http,10.63.120.70,443,10.64.106.4,3622,6015,16435
2017-11-12 15:22:32,2017-11-12 15:22:40,http,183.134.15.16,8080,10.64.105.146,3347,24381,137469
2017-11-12 15:22:37,2017-11-12 15:39:52,smtp,10.5.71.60,25,10.116.216.71,3242,122,150
2017-11-12 15:22:49,2017-11-12 15:23:40,http,183.134.15.16,8080,10.64.105.146,3352,73348,7499574
2017-11-12 15:22:52,2017-11-12 15:23:09,http,183.134.15.16,8080,10.64.105.146,3343,452,1924098
2017-11-12 15:22:54,2017-11-12 15:23:11,http,10.63.120.70,443,10.64.106.4,3627,5814,480370
2017-11-12 15:23:02,2017-11-12 15:23:50,http,10.5.71.60,443,10.64.106.4,3196,26931,2018925
2017-11-12 15:23:10,2017-11-12 15:23:15,http,10.63.120.70,443,10.64.106.4,3655,55,45487
2017-11-12 15:23:14,2017-11-12 15:23:14,http,10.63.120.70,443,10.64.106.4,3615,48077,418434
2017-11-12 15:23:35,2017-11-12 15:23:52,http,10.5.71.60,443,10.64.105.4,4935,2694,210668
2017-11-12 15:23:36,2017-11-12 15:23:45,http,10.50.50.40,80,10.64.105.64,3109,61460,681804
2017-11-12 15:23:37,2017-11-12 15:24:28,http,10.5.71.60,443,10.64.106.4,3227,27,185360
2017-11-12 15:24:07,2017-11-12 15:24:42,http,183.134.15.16,8080,10.64.105.146,3402,16127,785799
2017-11-12 15:24:21,2017-11-12 15:24:28,http,10.50.50.40,80,10.64.105.64,3154,1187,599380
2017-11-12 15:24:38,2017-11-12 15:25:14,http,10.50.50.46,80,10.64.105.146,3629,6935,3837
2017-11-12 15:24:40,2017-11-12 15:25:33,http,10.5.71.60,443,10.64.106.4,3248,36997,1729549
2017-11-12 15:25:03,2017-11-12 15:25:56,http,10.5.71.60,443,10.64.105.180,2965,43691,1378736
2017-11-12 15:25:11,2017-11-12 15:26:05,http,183.134.15.16,8080,10.64.105.146,3434,3101,3438451
2017-11-12 15:25:12,2017-11-12 15:26:03,http,10.63.120.70,443,10.64.106.13,5177,9196,4176472
2017-11-12 15:25:12,2017-11-12 15:39:33,smtp,10.5.71.60,25,10.116.216.72,3546,117,203
2017-11-12 15:25:13,2017-11-12 15:25:48,http,10.63.120.70,443,10.64.106.13,5235,154,40680
2017-11-12 15:25:18,2017-11-12 15:25:49,http,10.50.50.46,80,10.64.105.146,3634,6785,198629
2017-11-12 15:25:22,2017-11-12 15:26:08,http,10.63.120.70,443,10.64.106.13,5211,1512,4877713
2017-11-12 15:25:27,2017-11-12 15:26:08,http,220.181.112.244,443,10.64.106.4,3006,1731,4379279
2017-11-12 15:25:30,2017-11-12 15:25:38,http,10.63.120.70,443,10.64.106.13,5192,30343,171752
2017-11-12 15:25:33,2017-11-12 15:26:10,http,10.63.120.70,443,10.64.106.13,5214,42885,1026632
2017-11-12 15:25:43,2017-11-12 15:26:09,http,220.181.112.244,443,10.64.106.4,3039,14878,2136874
2017-11-12 15:25:48,2017-11-12 15:26:24,http,47.90.104.180,80,10.64.105.14,2688,37770,2830663
2017-11-12 15:25:53,2017-11-12 15:25:59,http,10.50.50.46,80,10.64.105.146,3666,71689,2522447
2017-11-12 15:25:55,2017-11-12 15:26:52,http,10.5.71.60,443,10.64.105.180,2967,4541,487442
2017-11-12 15:25:57,2017-11-12 15:26:43,http,220.181.112.244,443,10.64.106.4,3045,5511,1262014
2017-11-12 15:26:00,2017-11-12 15:26:13,http,10.5.71.60,443,10.64.105.180,2996,1178,1813007
2017-11-12 15:26:06,2017-11-12 15:26:16,ssh,10.50.50.28,22,10.64.105.38,2427,870,9850
2017-11-12 15:26:07,2017-11-12 15:27:00,http,183.134.15.16,8080,10.64.105.146,3359,675,4021342
2017-11-12 15:26:11,2017-11-12 15:26:47,http,183.134.15.16,8080,10.64.105.146,3437,480,606791
2017-11-12 15:26:11,2017-11-12 15:26:53,http,198.13.106.136,443,10.64.105.4,3932,5486,202524
2017-11-12 15:26:13,2017-11-12 15:27:01,http,10.63.120.70,443,10.64.106.13,5203,32412,3595222
2017-11-12 15:26:19,2017-11-12 15:27:00,http,45.118.133.166,443,10.64.105.38,3772,6280,192039
2017-11-12 15:26:21,2017-11-12 15:26:27,http,45.118.133.166,443,10.64.105.38,3778,885,3689186
2017-11-12 15:26:21,2017-11-12 15:26:41,http,45.118.133.166,443,10.64.105.38,3775,96,19702
2017-11-12 15:26:30,2017-11-12 15:26:44,http,220.181.112.244,443,10.64.106.4,3111,530,135395
2017-11-12 15:26:35,2017-11-12 15:26:36,http,10.50.50.46,80,10.64.105.146,3638,1087,1071265
2017-11-12 15:26:44,2017-11-12 15:27:01,http,198.13.106.136,443,10.64.105.4,3943,18254,333880
2017-11-12 15:26:47,2017-11-12 15:27:43,http,10.63.120.70,443,10.64.106.13,5198,5761,220409
2017-11-12 15:26:51,2017-11-12 15:27:09,http,10.5.71.60,443,10.64.105.180,3005,6164,291395
2017-11-12 15:26:55,2017-11-12 15:27:23,http,45.118.133.166,443,10.64.105.38,3808,21644,8441
2017-11-12 15:27:12,2017-11-12 15:28:03,http,10.5.71.60,443,10.64.105.180,3023,129,5872
2017-11-12 15:27:12,2017-11-12 15:27:43,http,10.50.50.46,80,10.64.105.146,3654,86652,127288
2017-11-12 15:27:20,2017-11-12 15:27:55,http,45.118.133.166,443,10.64.105.38,3817,30256,144908
2017-11-12 15:27:29,2017-11-12 15:27:39,http,10.5.71.60,443,10.64.105.180,3001,29543,3468828
2017-11-12 15:27:32,2017-11-12 15:27:51,http,203.188.200.67,443,10.64.106.13,3656,20421,1295198
2017-11-12 15:27:45,2017-11-12 15:28:29,http,198.13.106.136,443,10.64.105.4,3975,3483,1382192
2017-11-12 15:27:52,2017-11-12 15:28:17,http,198.13.106.136,443,10.64.105.4,3946,17420,3993442
2017-11-12 15:27:55,2017-11-12 15:28:31,http,198.13.106.136,443,10.64.105.4,3967,65642,135219
2017-11-12 15:27:57,2017-11-12 15:28:44,http,10.63.120.70,443,10.64.106.13,5231,216,381350
2017-11-12 15:28:00,2017-11-12 15:46:57,smtp,10.5.71.60,25,10.64.106.6,2573,150,165
2017-11-12 15:28:07,2017-11-12 15:28:09,http,220.181.112.244,443,10.64.106.4,3133,2642,6822217
2017-11-12 15:28:15,2017-11-12 15:28:15,http,220.181.112.244,443,10.64.106.4,3082,22,733739
2017-11-12 15:28:17,2017-11-12 15:28:42,http,45.118.133.166,443,10.64.105.38,3794,8095,6746069
2017-11-12 15:28:25,2017-11-12 15:29:04,http,220.181.112.244,443,10.64.106.4,3263,939,16215
2017-11-12 15:28:59,2017-11-12 15:29:11,http,220.181.112.244,443,10.64.106.4,3134,201,683864
2017-11-12 15:29:18,2017-11-12 15:29:44,http,10.5.71.60,443,10.64.105.180,3013,1853,914377
2017-11-12 15:29:18,2017-11-12 15:29:45,http,220.181.112.244,443,10.64.106.4,3274,17704,2196622
2017-11-12 15:29:19,2017-11-12 15:30:03,http,198.13.106.136,443,10.64.105.4,3990,22571,3368588
2017-11-12 15:29:21,2017-11-12 15:29:44,http,10.5.71.60,443,10.64.105.180,3017,255,1087995
2017-11-12 15:29:28,2017-11-12 15:29:31,http,220.181.112.244,443,10.64.106.4,3353,1534,63474
2017-11-12 15:29:44,2017-11-12 15:30:31,http,117.21.216.80,80,10.64.105.122,3079,2178,1760
2017-11-12 15:29:46,2017-11-12 15:30:17,http,220.181.112.244,443,10.64.106.4,3281,6904,3225750
2017-11-12 15:29:46,2017-11-12 15:30:02,http,220.181.112.244,443,10.64.106.4,3298,840,1104312
2017-11-12 15:29:47,2017-11-12 15:29:52,http,220.181.112.244,443,10.64.106.4,3326,6947,105769
2017-11-12 15:29:49,2017-11-12 15:30:39,http,220.181.112.244,443,10.64.106.4,3307,7605,37867
2017-11-12 15:30:00,2017-11-12 15:30:53,http,117.21.216.80,80,10.64.105.122,3091,300,1709483
2017-11-12 15:31:02,2017-11-12 15:31:48,http,117.21.216.80,80,10.64.105.122,3101,814,592579
2017-11-12 15:31:03,2017-11-12 15:31:13,http,45.118.133.166,443,10.64.105.38,3826,14571,201302
2017-11-12 15:31:34,2017-11-12 15:32:20,http,220.181.112.244,443,10.64.106.4,3302,57908,534018
2017-11-12 15:32:06,2017-11-12 15:32:16,sftp,10.50.50.28,22,10.64.105.64,3068,180000123,1015
2017-11-12 15:32:14,2017-11-12 15:32:22,http,10.5.71.60,25,114.80.130.60,4441,3983,1929
2017-11-12 15:32:16,2017-11-12 15:32:26,sftp,10.50.50.28,22,10.64.105.64,3068,210000329,8364
2017-11-12 15:32:21,2017-11-12 15:32:42,http,220.181.112.244,443,10.64.106.4,3365,43562,203886
2017-11-12 15:32:24,2017-11-12 15:32:51,http,198.13.106.136,443,10.64.105.4,3694,21313,42984
2017-11-12 15:32:26,2017-11-12 15:32:36,sftp,10.50.50.28,22,10.64.105.64,3068,7102,60000637
2017-11-12 15:32:36,2017-11-12 15:32:46,ssh,208.43.231.9,22,10.50.50.28,5348,80002909,8909
2017-11-12 15:33:04,2017-11-12 15:33:30,http,198.13.106.136,443,10.64.105.4,3707,44841,816476
2017-11-12 15:33:35,2017-11-12 15:33:59,http,220.181.112.244,443,10.64.106.4,3323,3734,1149427
2017-11-12 15:34:52,2017-11-12 15:35:45,http,199.119.126.68,443,10.64.105.146,3060,8028,1039224
2017-11-12 15:34:58,2017-11-12 15:35:03,http,199.119.126.68,443,10.64.105.146,3089,531,5027551
2017-11-12 15:36:38,2017-11-12 15:37:28,http,199.119.126.68,443,10.64.105.146,3105,39829,1266634
2017-11-12 15:36:48,2017-11-12 15:37:11,http,199.119.126.68,443,10.64.105.146,3093,449,12504
2017-11-12 15:36:55,2017-11-12 15:36:56,http,182.140.186.115,443,10.64.106.32,3661,9686,307657
2017-11-12 15:37:01,2017-11-12 15:37:16,http,10.5.71.60,443,10.64.105.205,3601,11178,4508668
2017-11-12 15:37:06,2017-11-12 15:37:54,http,10.5.71.60,443,10.64.105.205,3611,25965,9208870
2017-11-12 15:37:24,2017-11-12 15:37:53,http,182.140.186.115,443,10.64.106.32,3735,57182,106029
2017-11-12 15:37:43,2017-11-12 15:38:06,http,10.50.50.26,443,10.64.105.239,3527,29008,167053
2017-11-12 15:37:43,2017-11-12 15:38:41,http,182.140.186.115,443,10.64.106.32,3730,25244,2287515
2017-11-12 15:37:48,2017-11-12 15:37:50,http,199.119.126.68,443,10.64.105.146,3116,1684,4055384
2017-11-12 15:37:54,2017-11-12 15:38:32,http,182.140.186.115,443,10.64.106.32,3670,5224,5492076
2017-11-12 15:38:05,2017-11-12 15:38:49,http,10.5.71.60,443,10.64.105.205,3626,11325,1798899
2017-11-12 15:38:06,2017-11-12 15:39:04,http,182.140.186.115,443,10.64.106.32,3706,30468,3385964
2017-11-12 15:38:09,2017-11-12 15:38:44,http,10.50.50.26,443,10.64.105.239,3571,20655,593138
2017-11-12 15:38:13,2017-11-12 15:38:28,http,199.119.126.68,443,10.64.105.146,3108,900,269850
2017-11-12 15:38:38,2017-11-12 15:39:26,http,182.140.186.115,443,10.64.106.32,3775,35779,459645
2017-11-12 15:38:44,2017-11-12 15:39:05,http,10.50.50.26,443,10.64.105.239,3592,63870,3421
2017-11-12 15:39:00,2017-11-12 15:39:14,http,10.50.50.33,80,10.64.105.38,2698,19948,24649
2017-11-12 15:39:03,2017-11-12 15:39:15,http,182.140.186.115,443,10.64.106.32,3755,6376,170642
2017-11-12 15:39:07,2017-11-12 15:39:33,http,10.50.50.33,80,10.64.105.38,2742,9011,65105
2017-11-12 15:39:19,2017-11-12 15:40:06,http,10.50.50.33,80,10.64.105.38,2717,40276,6744894
2017-11-12 15:39:27,2017-11-12 15:40:19,http,203.188.200.67,443,10.64.106.13,5622,6449,1406345
2017-11-12 15:39:46,2017-11-12 15:40:12,http,10.5.71.60,443,10.64.105.205,3630,7934,67160
2017-11-12 15:39:48,2017-11-12 15:40:38,http,10.50.50.33,80,10.64.105.38,2743,4630,980463
2017-11-12 15:39:48,2017-11-12 15:39:59,http,10.50.50.33,80,10.64.105.38,2734,329,1281887
2017-11-12 15:39:58,2017-11-12 15:40:48,http,10.5.71.60,443,10.64.105.205,3627,17909,871744
2017-11-12 15:40:09,2017-11-12 15:40:31,http,115.231.74.76,443,10.64.105.20,3647,29023,5686235
2017-11-12 15:40:12,2017-11-12 15:40:37,http,10.50.50.26,443,10.64.105.239,3652,66222,2135935
2017-11-12 15:40:27,2017-11-12 15:40:51,http,10.50.50.27,443,10.64.105.106,3869,2386,927036
2017-11-12 15:40:36,2017-11-12 15:41:25,http,115.231.74.76,443,10.64.105.20,3649,76,1180621
2017-11-12 15:40:40,2017-11-12 15:40:59,http,10.50.50.26,443,10.64.105.239,3610,5330,2506393
2017-11-12 15:40:48,2017-11-12 15:41:17,http,203.188.200.67,443,10.64.106.13,5333,27,1026429
2017-11-12 15:40:58,2017-11-12 15:41:08,sftp,10.50.50.33,22,10.64.105.106,3065,3857,7221
2017-11-12 15:40:58,2017-11-12 15:41:08,ssh,219.216.128.25,22,10.50.50.33,5639,5255,160005243
2017-11-12 15:40:59,2017-11-12 15:41:21,http,10.50.50.27,443,10.64.105.106,3883,139,4914
2017-11-12 15:41:08,2017-11-12 15:41:18,ssh,219.216.128.25,22,10.50.50.33,5617,6208,160004709
2017-11-12 15:41:15,2017-11-12 15:41:18,http,115.231.74.76,443,10.64.105.20,3692,47665,1561989
2017-11-12 15:41:16,2017-11-12 15:41:24,http,10.50.50.26,443,10.64.105.239,3643,38,329558
2017-11-12 15:41:17,2017-11-12 15:41:56,http,10.50.50.27,443,10.64.105.106,3871,17745,2131548
2017-11-12 15:41:18,2017-11-12 15:41:28,sftp,10.50.50.33,22,10.64.105.106,3065,8861,180001319
2017-11-12 15:41:23,2017-11-12 15:41:51,http,10.50.50.26,443,10.64.105.239,3611,5619,128348
2017-11-12 15:41:31,2017-11-12 15:42:10,http,203.188.200.67,443,10.64.106.13,5353,410,6841
2017-11-12 15:41:32,2017-11-12 15:41:45,http,203.188.200.67,443,10.64.106.13,5346,7229,31963
2017-11-12 15:41:45,2017-11-12 15:42:24,http,10.50.50.27,443,10.64.105.106,3873,1811,154847
2017-11-12 15:41:53,2017-11-12 15:42:23,http,10.5.71.60,443,10.64.105.14,3073,9036,797519
2017-11-12 15:42:00,2017-11-12 15:42:33,http,115.231.74.76,443,10.64.105.20,3676,1836,1960463
2017-11-12 15:42:01,2017-11-12 15:42:39,http,10.5.71.60,443,10.64.105.14,3141,25453,940829
2017-11-12 15:42:17,2017-11-12 15:42:26,http,203.188.200.67,443,10.64.106.13,5425,2404,1055463
2017-11-12 15:42:20,2017-11-12 15:42:30,ssh,219.216.128.25,22,10.50.50.31,5452,120000722,1239
